season,fpl_game_week,team,opponent,team_goals,opponent_goals,pred_goals_scored,pred_goals_conceded
2018-2019,36,Tottenham,West Ham,0.0,1.0,2.2877905025898015,0.5484830506937484
2018-2019,36,Fulham,Cardiff City,1.0,0.0,1.7563110137551137,1.0427890726277589
2018-2019,36,Cardiff City,Fulham,0.0,1.0,1.0427890726277589,1.7563110137551137
2018-2019,36,Leicester City,Arsenal,3.0,0.0,1.3341759690482253,1.4872046109048553
2018-2019,36,Arsenal,Leicester City,0.0,3.0,1.4872046109048553,1.3341759690482253
2018-2019,36,Manchester City,Burnley,1.0,0.0,2.054605631067934,0.7016362162729638
2018-2019,36,Burnley,Manchester City,0.0,1.0,0.7016362162729638,2.054605631067934
2018-2019,36,Chelsea,Manchester Utd,1.0,1.0,1.4577304313080612,1.4916305044167864
2018-2019,36,Manchester Utd,Chelsea,1.0,1.0,1.4916305044167864,1.4577304313080612
2018-2019,37,Everton,Burnley,2.0,0.0,1.7290773574552754,0.6705213626291638
2018-2019,37,Burnley,Everton,0.0,2.0,0.6705213626291638,1.7290773574552754
2018-2019,37,Tottenham,Bournemouth,0.0,1.0,1.870147446417565,1.1344230891080875
2018-2019,37,Bournemouth,Tottenham,1.0,0.0,1.1344230891080875,1.870147446417565
2018-2019,37,Fulham,Wolves,0.0,1.0,0.8506575259217418,1.8414685853494348
2018-2019,37,Wolves,Fulham,1.0,0.0,1.8414685853494348,0.8506575259217418
2018-2019,37,Southampton,West Ham,0.0,3.0,1.4058916054792423,1.5022241304885169
2018-2019,37,West Ham,Southampton,3.0,0.0,1.5022241304885169,1.4058916054792423
2018-2019,37,Crystal Palace,Cardiff City,3.0,2.0,1.4666645571033563,1.1717113906259546
2018-2019,37,Cardiff City,Crystal Palace,2.0,3.0,1.1717113906259546,1.4666645571033563
2018-2019,37,Liverpool,Newcastle Utd,3.0,2.0,2.0353589290234986,0.7168280615378364
2018-2019,37,Newcastle Utd,Liverpool,2.0,3.0,0.7168280615378364,2.0353589290234986
2018-2019,37,Arsenal,Brighton,1.0,1.0,2.112888450966994,0.683242167782409
2018-2019,37,Brighton,Arsenal,1.0,1.0,0.683242167782409,2.112888450966994
2018-2019,37,Huddersfield,Manchester Utd,1.0,1.0,0.6979638447826985,2.2934130043590835
2018-2019,37,Manchester Utd,Huddersfield,1.0,1.0,2.2934130043590835,0.6979638447826985
2018-2019,37,Watford,Chelsea,0.0,3.0,0.650559926318402,2.208711307792058
2018-2019,37,Chelsea,Watford,3.0,0.0,2.208711307792058,0.650559926318402
2018-2019,37,Leicester City,Manchester City,0.0,1.0,0.5963338954135977,2.4462780194707845
2018-2019,37,Manchester City,Leicester City,1.0,0.0,2.4462780194707845,0.5963338954135977
2018-2019,38,Newcastle Utd,Fulham,4.0,0.0,1.306443667338455,1.1760194204617556
2018-2019,38,Fulham,Newcastle Utd,0.0,4.0,1.1760194204617556,1.306443667338455
2018-2019,38,Huddersfield,Southampton,1.0,1.0,0.6808702333085446,2.2356849346963417
2018-2019,38,Southampton,Huddersfield,1.0,1.0,2.2356849346963417,0.6808702333085446
2018-2019,38,Brighton,Manchester City,1.0,4.0,0.4067379262666381,2.334231060162803
2018-2019,38,Manchester City,Brighton,4.0,1.0,2.334231060162803,0.4067379262666381
2018-2019,38,Chelsea,Leicester City,0.0,0.0,1.5461742458715777,1.4030536689239053
2018-2019,38,Leicester City,Chelsea,0.0,0.0,1.4030536689239053,1.5461742458715777
2018-2019,38,Bournemouth,Crystal Palace,3.0,5.0,1.3591442088979275,1.572029150322965
2018-2019,38,Crystal Palace,Bournemouth,5.0,3.0,1.572029150322965,1.3591442088979275
2018-2019,38,Arsenal,Burnley,3.0,1.0,1.7362878393266814,1.3354149201788292
2018-2019,38,Burnley,Arsenal,1.0,3.0,1.3354149201788292,1.7362878393266814
2018-2019,38,Everton,Tottenham,2.0,2.0,1.0586797680222486,1.7038722428526487
2018-2019,38,Tottenham,Everton,2.0,2.0,1.7038722428526487,1.0586797680222486
2018-2019,38,Wolves,Liverpool,0.0,2.0,0.6579068382424449,2.4730262939717162
2018-2019,38,Liverpool,Wolves,2.0,0.0,2.4730262939717162,0.6579068382424449
2018-2019,38,Manchester Utd,Cardiff City,0.0,2.0,2.218288524827074,0.5543380585869078
2018-2019,38,Cardiff City,Manchester Utd,2.0,0.0,0.5543380585869078,2.218288524827074
2018-2019,38,Watford,West Ham,1.0,4.0,1.5199394570872802,1.3905438370168994
2018-2019,38,West Ham,Watford,4.0,1.0,1.3905438370168994,1.5199394570872802
